Issue_ID,Department,Issue_Type,Entity_ID,Entity_Name,Metric,Actual_Value,Expected_Value,Variance,Priority,Root_Cause,Financial_Impact,Recommended_Action,Source,Report_Date
ISSUE-11540,Finance / Collections,Outstanding Receivable > 180 Days,INV0091655,Rahul Verma,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11541,Finance / Collections,Outstanding Receivable > 180 Days,INV0092355,Priya Nair,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11542,Finance / Collections,Outstanding Receivable > 180 Days,INV0097955,Aarav Sharma,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11543,Finance / Collections,Outstanding Receivable > 180 Days,INV0098655,Priya Nair,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11544,Finance / Collections,Outstanding Receivable > 180 Days,INV0099355,Meera Patel,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11545,Finance / Collections,Outstanding Receivable > 180 Days,INV0081526,Priya Nair,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11546,Finance / Collections,Outstanding Receivable > 180 Days,INV0082226,Divya Menon,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11547,Finance / Collections,Outstanding Receivable > 180 Days,INV0082926,Rahul Verma,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11548,Finance / Collections,Outstanding Receivable > 180 Days,INV0083626,Divya Menon,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11549,Finance / Collections,Outstanding Receivable > 180 Days,INV0084326,Priya Nair,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11550,Finance / Collections,Outstanding Receivable > 180 Days,INV0089926,Priya Nair,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11551,Finance / Collections,Outstanding Receivable > 180 Days,INV0090626,Priya Nair,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11552,Finance / Collections,Outstanding Receivable > 180 Days,INV0091326,Karthik Raj,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11553,Finance / Collections,Outstanding Receivable > 180 Days,INV0092026,Meera Patel,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11554,Finance / Collections,Outstanding Receivable > 180 Days,INV0092726,Aarav Sharma,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11555,Finance / Collections,Outstanding Receivable > 180 Days,INV0098326,Divya Menon,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11556,Finance / Collections,Outstanding Receivable > 180 Days,INV0099026,Priya Nair,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11557,Finance / Collections,Outstanding Receivable > 180 Days,INV0099726,Priya Nair,Outstanding Amount,1418.77,0.0,1418.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1418.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11558,Finance / Collections,Outstanding Receivable > 180 Days,INV0077155,Arjun Rao,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11559,Finance / Collections,Outstanding Receivable > 180 Days,INV0077855,Aarav Sharma,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11560,Finance / Collections,Outstanding Receivable > 180 Days,INV0078555,Neha Singh,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11561,Finance / Collections,Outstanding Receivable > 180 Days,INV0079255,Neha Singh,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11562,Finance / Collections,Outstanding Receivable > 180 Days,INV0079955,Vijay Kumar,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11563,Finance / Collections,Outstanding Receivable > 180 Days,INV0085555,Divya Menon,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11564,Finance / Collections,Outstanding Receivable > 180 Days,INV0086255,Divya Menon,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11565,Finance / Collections,Outstanding Receivable > 180 Days,INV0086955,Rahul Verma,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11566,Finance / Collections,Outstanding Receivable > 180 Days,INV0087655,Divya Menon,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11567,Finance / Collections,Outstanding Receivable > 180 Days,INV0088355,Anitha Iyer,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11568,Finance / Collections,Outstanding Receivable > 180 Days,INV0093955,Karthik Raj,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11569,Finance / Collections,Outstanding Receivable > 180 Days,INV0094655,Divya Menon,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11570,Finance / Collections,Outstanding Receivable > 180 Days,INV0095355,Arjun Rao,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11571,Finance / Collections,Outstanding Receivable > 180 Days,INV0096055,Rahul Verma,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11572,Finance / Collections,Outstanding Receivable > 180 Days,INV0096755,Divya Menon,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11573,Finance / Collections,Outstanding Receivable > 180 Days,INV0097455,Aarav Sharma,Outstanding Amount,1414.95,0.0,1414.95,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1414.95,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11574,Finance / Collections,Outstanding Receivable > 180 Days,INV0077526,Vijay Kumar,Outstanding Amount,1411.46,0.0,1411.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1411.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11575,Finance / Collections,Outstanding Receivable > 180 Days,INV0078226,Rahul Verma,Outstanding Amount,1411.46,0.0,1411.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1411.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11576,Finance / Collections,Outstanding Receivable > 180 Days,INV0078926,Priya Nair,Outstanding Amount,1411.46,0.0,1411.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1411.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11577,Finance / Collections,Outstanding Receivable > 180 Days,INV0079626,Neha Singh,Outstanding Amount,1411.46,0.0,1411.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1411.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11578,Finance / Collections,Outstanding Receivable > 180 Days,INV0080326,Arjun Rao,Outstanding Amount,1411.46,0.0,1411.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1411.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
